annual_income,current_balance,credit_limit,utilization_ratio,late_payments_24m,age,tenure_years,customer_segment,region,risk_label
37414,0.0,3022,0.0,1,57,1.8,salaried,south,good
50381,1830.76,8931,0.205,1,36,5.3,student,midwest,good
64337,2937.88,5568,0.528,1,57,4.1,self-employed,south,good
100891,1180.63,3942,0.299,0,32,4.0,salaried,midwest,good
54648,1126.99,2640,0.427,0,44,4.8,salaried,midwest,good
69476,1664.44,9729,0.171,2,46,4.2,salaried,northeast,good
64672,3584.39,5274,0.68,0,40,5.3,salaried,south,good
88768,2625.34,11871,0.221,0,29,3.5,salaried,northeast,good
115539,0.0,11975,0.0,0,43,4.7,salaried,midwest,good
54383,0.0,13496,0.0,0,59,3.9,student,south,good
55211,1786.27,4590,0.389,1,49,3.9,salaried,northeast,good
85883,3915.37,9901,0.395,1,51,1.1,salaried,midwest,good
78638,0.0,10530,0.0,1,39,1.6,salaried,west,good
101934,2000.54,6103,0.328,0,40,3.7,student,south,good
76679,1947.5,4913,0.396,2,43,2.0,salaried,midwest,good
57814,5776.68,14438,0.4,0,63,3.0,self-employed,west,good
76813,2229.96,8910,0.25,2,47,2.3,self-employed,northeast,good
87174,3765.98,10544,0.357,0,50,2.3,self-employed,northeast,good
81410,3282.51,4712,0.697,3,41,3.3,student,south,bad
75145,0.0,3123,0.0,0,64,2.7,retired,south,good
86333,4536.41,5722,0.793,0,55,6.6,salaried,northeast,bad
88386,3430.79,7504,0.457,0,69,1.2,retired,south,good
92643,4016.54,3743,1.0,1,27,4.4,salaried,west,bad
77974,10852.48,7961,1.0,0,42,4.9,salaried,west,bad
61658,0.0,1246,0.0,0,30,6.9,salaried,west,good
67934,6449.39,3520,1.0,0,43,3.3,salaried,west,bad
89130,2425.1,10684,0.227,0,35,4.6,self-employed,midwest,good
48661,3574.66,10415,0.343,2,50,6.6,self-employed,midwest,good
72373,2908.98,6432,0.452,0,54,2.2,retired,west,good
57133,2151.53,3929,0.548,0,33,1.8,salaried,west,good
65575,1860.33,3890,0.478,0,24,3.4,salaried,south,good
90569,3659.02,6507,0.562,2,38,2.8,student,midwest,bad
68822,0.0,10578,0.0,1,43,4.6,retired,south,good
65929,4501.16,11713,0.384,3,53,1.3,salaried,west,good
37803,2167.61,6014,0.36,3,54,6.3,self-employed,northeast,bad
79925,739.86,3386,0.219,3,54,3.7,salaried,northeast,good
77910,2099.97,9071,0.231,1,56,2.7,salaried,south,good
108265,5514.3,4706,1.0,1,55,3.2,retired,south,bad
58844,1929.33,5927,0.326,1,37,5.5,salaried,northeast,good
69383,3716.91,13301,0.279,1,48,4.2,salaried,west,good
69988,1538.09,11308,0.136,2,34,3.1,salaried,northeast,good
96549,4515.84,8632,0.523,1,54,2.8,self-employed,south,good
63094,4371.02,2912,1.0,0,68,2.9,student,south,bad
70580,6697.22,8846,0.757,0,31,4.5,student,midwest,bad
77158,2648.87,12251,0.216,0,33,2.7,salaried,south,good
68732,4337.31,6497,0.668,2,53,4.3,salaried,south,bad
56071,3196.14,13404,0.238,0,22,1.8,salaried,south,good
68882,5591.74,13171,0.425,0,54,2.0,student,south,good
86473,1562.34,14655,0.107,1,73,3.1,retired,west,good
44470,4490.01,9221,0.487,0,49,2.8,retired,midwest,good
67659,2610.61,10350,0.252,2,57,2.1,salaried,midwest,good
50998,2871.62,13657,0.21,1,24,1.5,self-employed,midwest,good
88901,3183.5,9790,0.325,1,32,1.9,salaried,west,good
34536,3504.48,5995,0.585,0,46,7.2,salaried,west,bad
53822,2767.54,6206,0.446,1,48,2.1,salaried,midwest,good
72544,3429.43,8954,0.383,1,23,0.6,salaried,midwest,good
96310,6156.24,2838,1.0,0,40,3.3,salaried,west,bad
63685,4970.9,7427,0.669,0,30,2.1,salaried,northeast,good
53896,4738.31,12386,0.383,1,72,2.6,self-employed,south,good
102623,2088.92,1000,1.0,0,38,5.1,salaried,south,bad
36040,1221.52,14138,0.086,2,73,2.8,salaried,west,good
21024,4910.6,12489,0.393,2,73,2.6,salaried,south,bad
73800,4752.09,6161,0.771,1,73,2.2,salaried,south,bad
54959,5945.34,10174,0.584,0,47,2.7,salaried,northeast,good
44575,1792.04,8013,0.224,0,51,3.9,salaried,south,good
79167,2540.9,12920,0.197,1,47,0.9,self-employed,south,good
69876,0.0,11931,0.0,0,62,1.4,self-employed,northeast,good
53718,2215.06,2400,0.923,1,21,4.0,salaried,west,bad
39394,4993.14,10349,0.482,0,26,3.2,salaried,west,good
82449,2067.01,7177,0.288,0,31,2.2,retired,south,good
78004,4280.96,8331,0.514,1,54,4.1,salaried,west,good
63016,2618.99,5087,0.515,1,59,2.5,student,west,good
101933,3648.11,14993,0.243,1,40,5.1,salaried,south,good
43598,704.62,12160,0.058,1,73,2.2,student,midwest,good
34489,3170.42,5041,0.629,0,41,1.8,self-employed,south,bad
51162,0.0,2662,0.0,0,41,10.8,salaried,northeast,good
64088,2626.21,6457,0.407,0,38,4.5,salaried,midwest,good
69867,0.0,9738,0.0,0,41,2.0,student,west,good
60175,5411.99,8961,0.604,0,39,2.5,salaried,west,good
72041,4554.81,13013,0.35,1,24,2.2,retired,west,good
39969,3933.34,11160,0.352,0,33,1.1,student,west,good
93875,6042.01,11878,0.509,1,38,2.6,salaried,west,good
63357,1102.17,9307,0.118,0,72,3.4,retired,midwest,good
87346,6494.73,2443,1.0,1,49,6.4,salaried,midwest,bad
71855,4864.38,7217,0.674,0,45,3.0,salaried,south,good
74135,2526.89,12240,0.206,0,33,2.4,salaried,northeast,good
76395,5271.24,7794,0.676,2,47,6.9,salaried,south,bad
73954,787.41,10012,0.079,2,39,6.1,salaried,south,good
77854,1350.97,6725,0.201,1,69,3.4,student,west,good
91583,1782.82,3881,0.459,0,21,3.2,salaried,south,good
68930,1942.04,7507,0.259,1,58,3.9,retired,midwest,good
79180,886.88,9236,0.096,1,39,2.2,student,west,good
63205,5446.17,5377,1.0,5,72,3.2,salaried,northeast,bad
93802,2482.29,7057,0.352,0,21,2.1,salaried,midwest,good
51472,3705.01,4242,0.873,1,60,6.2,self-employed,west,bad
101019,1859.3,12477,0.149,1,37,1.9,salaried,northeast,good
64197,0.0,6822,0.0,0,41,3.6,self-employed,northeast,good
36384,3540.11,13811,0.256,0,42,3.7,student,midwest,good
67562,0.0,14115,0.0,1,35,6.5,retired,midwest,good
51379,2862.73,7676,0.373,0,70,2.4,salaried,south,good
81813,263.37,3966,0.066,0,59,2.1,salaried,south,good
51948,6974.55,1000,1.0,0,68,4.4,salaried,west,bad
56076,4822.73,2112,1.0,1,59,4.1,self-employed,south,bad
27209,3211.51,2505,1.0,1,52,8.4,salaried,northeast,bad
55954,5527.41,13514,0.409,1,69,3.5,student,midwest,good
16522,1307.37,8463,0.154,2,24,6.1,salaried,northeast,good
33322,4086.96,9558,0.428,2,64,5.8,self-employed,northeast,bad
80208,3399.62,1000,1.0,0,65,2.1,self-employed,midwest,bad
80716,3528.04,3208,1.0,2,52,1.2,salaried,south,bad
73509,5544.71,11548,0.48,0,24,2.6,salaried,west,good
45660,4464.98,9147,0.488,2,73,5.0,student,south,bad
64046,3577.45,7411,0.483,0,21,6.5,self-employed,south,good
64928,0.0,10259,0.0,1,53,0.2,self-employed,west,good
41833,1079.91,14543,0.074,0,27,1.8,salaried,south,good
95068,2754.58,7116,0.387,2,29,3.9,salaried,northeast,good
82547,3186.74,8277,0.385,1,21,4.5,retired,midwest,good
60581,739.59,8770,0.084,2,36,1.7,self-employed,west,good
65538,7823.35,17568,0.445,0,38,2.1,salaried,west,good
69168,6032.79,1000,1.0,3,74,1.0,salaried,south,bad
24165,4204.24,10733,0.392,1,67,7.3,salaried,northeast,good
60056,3144.07,7541,0.417,0,26,3.6,salaried,northeast,good
51360,2575.58,10267,0.251,1,22,2.1,salaried,midwest,good
44968,1096.16,5371,0.204,0,29,5.9,salaried,south,good
59378,3154.96,7804,0.404,2,24,3.6,salaried,midwest,good
100954,3515.51,10846,0.324,2,65,6.5,salaried,west,good
77817,516.48,20452,0.025,1,43,7.0,salaried,midwest,good
53576,3668.35,11232,0.327,0,74,1.7,salaried,midwest,good
76452,2689.48,4608,0.584,0,63,6.1,self-employed,south,good
92987,0.0,6305,0.0,1,65,6.0,salaried,northeast,good
83493,1279.23,6186,0.207,2,63,4.1,student,south,good
66193,2172.79,1000,1.0,1,71,4.3,salaried,south,bad
52061,6775.38,6680,1.0,0,28,3.4,self-employed,west,bad
78964,4113.11,10931,0.376,1,59,1.5,self-employed,northeast,good
72870,329.04,2903,0.113,0,45,1.4,salaried,south,good
82904,3972.07,12194,0.326,1,36,7.5,retired,northeast,good
77703,0.0,9951,0.0,1,55,3.6,student,midwest,good
85991,5165.38,5063,1.0,0,37,2.7,retired,south,bad
54295,2057.75,7434,0.277,0,38,4.5,salaried,south,good
91348,2812.73,14393,0.195,1,47,2.0,student,west,good
68952,5651.59,10934,0.517,2,35,2.4,salaried,south,bad
106505,425.67,8035,0.053,0,37,3.2,salaried,northeast,good
51216,205.76,7049,0.029,1,63,2.3,salaried,west,good
99719,1832.8,8306,0.221,2,25,4.2,self-employed,west,good
68958,5076.76,5953,0.853,1,36,3.0,self-employed,south,bad
51972,0.0,1000,0.0,0,35,4.2,salaried,midwest,good
55322,0.0,16169,0.0,0,62,4.4,salaried,south,good
58593,2097.68,8621,0.243,1,66,5.8,student,south,good
73483,4103.48,9593,0.428,0,54,2.6,student,midwest,good
75457,5400.52,7768,0.695,1,68,1.7,salaried,northeast,bad
53526,2073.68,5060,0.41,1,39,10.3,student,south,good
64513,2177.15,7256,0.3,0,28,6.5,self-employed,northeast,good
107845,5307.8,1602,1.0,0,67,0.9,salaried,south,bad
99551,0.0,17108,0.0,0,30,11.1,salaried,northeast,good
73726,2222.96,3062,0.726,1,25,2.2,salaried,west,bad
65760,3380.85,3872,0.873,1,72,3.0,salaried,west,bad
67401,3898.44,6239,0.625,2,68,1.5,salaried,west,bad
77270,1980.39,13152,0.151,1,73,3.4,self-employed,midwest,good
44544,3068.88,8058,0.381,1,46,2.2,salaried,northeast,good
59852,0.0,3055,0.0,1,42,1.5,student,midwest,good
31628,1683.5,13017,0.129,2,64,1.3,self-employed,northeast,good
72984,3907.02,10924,0.358,0,43,1.9,salaried,midwest,good
77944,1035.41,10154,0.102,2,33,4.7,self-employed,midwest,good
55336,3117.97,10863,0.287,1,29,4.2,salaried,northeast,good
96480,3893.75,17577,0.222,2,69,1.7,salaried,midwest,good
40485,2314.9,16740,0.138,1,40,2.6,self-employed,south,good
35713,3340.93,5253,0.636,0,48,5.3,self-employed,west,bad
69489,1074.53,14496,0.074,0,64,2.6,student,northeast,good
85942,2586.78,9533,0.271,1,57,6.6,salaried,south,good
98679,4220.43,9996,0.422,0,44,9.6,self-employed,south,good
55822,3313.95,1231,1.0,1,64,2.0,student,west,bad
86574,1826.94,7318,0.25,0,53,2.1,salaried,midwest,good
64230,3448.43,4749,0.726,0,40,7.1,self-employed,northeast,bad
61547,4429.22,11312,0.392,0,68,2.6,salaried,northeast,good
82673,0.0,12284,0.0,1,50,5.5,self-employed,west,good
78046,5318.15,1000,1.0,2,64,3.6,self-employed,midwest,bad
33472,2327.49,7912,0.294,0,29,2.8,salaried,midwest,good
94531,3850.98,12487,0.308,0,65,4.5,self-employed,west,good
92602,5394.49,7253,0.744,1,69,7.2,salaried,south,bad
52489,256.65,10916,0.024,0,37,6.0,salaried,west,good
72916,1581.12,9405,0.168,1,56,3.1,salaried,midwest,good
74881,2422.9,9367,0.259,0,34,3.6,self-employed,south,good
70213,1432.49,6915,0.207,2,39,5.5,self-employed,midwest,good
53994,6469.87,3134,1.0,1,27,3.8,salaried,south,bad
51568,1286.46,3514,0.366,1,23,7.7,salaried,northeast,good
64489,1888.91,10837,0.174,4,53,0.6,retired,west,good
88455,3408.78,8078,0.422,0,64,2.0,salaried,south,good
75872,595.7,7446,0.08,1,52,4.3,salaried,west,good
57588,2208.64,6304,0.35,1,67,2.4,salaried,midwest,good
80434,3634.91,6779,0.536,4,31,7.3,retired,west,bad
15000,2334.28,12188,0.192,0,62,2.1,self-employed,west,good
87975,2813.23,6659,0.422,0,22,3.4,self-employed,midwest,good
30206,1941.34,2636,0.737,0,46,1.9,salaried,midwest,bad
57751,0.0,10975,0.0,2,24,3.0,self-employed,northeast,good
42607,3643.19,7180,0.507,1,37,0.9,salaried,south,good
39106,6509.87,8126,0.801,0,37,1.2,self-employed,northeast,bad
88217,3036.8,14430,0.21,0,48,9.4,salaried,south,good
55646,3450.53,7918,0.436,0,50,3.2,student,west,good
71930,4385.45,9157,0.479,1,60,2.5,salaried,midwest,good
64062,461.34,3284,0.14,0,43,1.5,salaried,midwest,good
74541,6405.03,7121,0.899,0,66,1.7,self-employed,midwest,bad
66536,3404.66,10438,0.326,1,44,8.8,retired,south,good
39340,6263.71,1779,1.0,1,49,3.4,salaried,south,bad
84925,1533.93,8803,0.174,1,24,5.9,self-employed,midwest,good
55125,6636.12,8403,0.79,1,58,0.3,salaried,west,bad
33868,4550.31,8165,0.557,2,49,2.2,self-employed,west,bad
56438,4106.08,12149,0.338,1,39,8.0,self-employed,west,good
95015,3468.05,9338,0.371,1,47,2.3,self-employed,west,good
82004,2502.94,13912,0.18,0,49,1.6,salaried,south,good
58027,5401.06,4026,1.0,1,56,4.1,salaried,west,bad
58015,3280.72,8544,0.384,0,55,1.1,self-employed,south,good
58567,0.0,8338,0.0,1,72,0.9,salaried,midwest,good
106535,765.63,3723,0.206,0,26,7.3,self-employed,west,good
72639,2628.31,11825,0.222,1,43,1.9,retired,northeast,good
73601,3620.0,17299,0.209,1,59,4.6,salaried,south,good
85606,2886.82,7932,0.364,0,66,8.9,self-employed,west,good
69776,5437.94,10020,0.543,2,64,3.3,self-employed,northeast,bad
59819,0.0,8338,0.0,0,68,4.5,salaried,west,good
61073,3287.18,5146,0.639,1,72,0.9,salaried,west,bad
63568,0.0,1000,0.0,0,28,1.8,self-employed,south,good
64256,4519.42,5177,0.873,2,22,8.0,salaried,south,bad
79553,2811.08,2432,1.0,1,33,2.5,student,midwest,bad
66039,3839.22,14816,0.259,1,60,1.3,self-employed,west,good
79653,1272.23,7540,0.169,0,41,4.4,salaried,northeast,good
63386,5558.93,6616,0.84,2,51,6.7,self-employed,midwest,bad
66573,5083.45,11557,0.44,1,72,2.3,student,west,good
25036,4167.09,3513,1.0,0,68,4.4,student,south,bad
83327,2740.97,4933,0.556,0,56,5.4,retired,northeast,good
71930,4159.71,8272,0.503,1,68,2.8,student,west,good
84960,1586.21,12115,0.131,0,72,2.6,self-employed,south,good
15000,4711.11,10007,0.471,0,58,8.8,self-employed,south,bad
106767,6298.96,8993,0.7,0,47,1.3,self-employed,midwest,bad
62208,5141.22,8312,0.618,1,56,3.5,student,south,good
87164,1540.8,9601,0.16,0,68,3.0,salaried,northeast,good
44202,3722.83,8807,0.423,2,43,3.0,self-employed,west,bad
77255,413.72,3880,0.107,2,41,5.2,salaried,west,good
43932,4144.78,8184,0.506,1,33,4.5,salaried,northeast,good
52525,3901.21,3705,1.0,2,57,3.8,salaried,south,bad
103281,0.0,8324,0.0,1,67,0.9,student,midwest,good
61186,676.43,6077,0.111,0,46,1.7,self-employed,south,good
69349,2433.72,18158,0.134,0,60,2.7,self-employed,south,good
82401,2398.28,7840,0.306,2,27,3.4,retired,south,good
74914,581.05,2383,0.244,1,66,7.9,salaried,northeast,good
68008,3777.96,7463,0.506,0,59,3.3,self-employed,midwest,good
72299,3502.95,10077,0.348,0,42,5.1,salaried,midwest,good
113068,2611.46,14693,0.178,0,59,3.1,salaried,south,good
63848,1488.42,5642,0.264,0,43,4.8,salaried,midwest,good
69022,5097.41,1670,1.0,0,50,3.2,retired,south,bad
86013,6310.81,11267,0.56,2,38,1.5,self-employed,midwest,bad
87111,2032.88,2478,0.821,0,62,4.5,retired,west,bad
88741,1775.67,6255,0.284,0,38,4.2,self-employed,midwest,good
77775,3982.42,6970,0.571,1,66,1.1,self-employed,south,good
42140,2283.94,7721,0.296,0,30,3.1,student,south,good
97669,2721.21,10757,0.253,2,59,3.0,self-employed,midwest,good
42073,4479.31,5265,0.851,0,50,2.1,salaried,west,bad
71053,0.0,6905,0.0,0,46,1.4,salaried,midwest,good
49914,5636.6,7943,0.71,1,27,3.7,student,south,bad
63717,3145.36,8598,0.366,0,27,7.5,salaried,midwest,good
71575,2177.01,8391,0.259,1,25,4.7,salaried,south,good
71427,2821.53,9744,0.29,0,21,1.0,salaried,south,good
73438,2924.86,11375,0.257,0,66,7.1,salaried,west,good
97274,0.0,9571,0.0,1,38,6.6,retired,south,good
74071,5989.88,9814,0.61,0,33,2.2,self-employed,west,bad
60117,3082.65,1671,1.0,0,45,1.1,salaried,south,bad
84282,3886.0,8201,0.474,0,60,2.3,salaried,west,good
88789,4903.1,9918,0.494,1,28,2.4,salaried,west,good
40448,957.68,10916,0.088,0,30,1.1,salaried,south,good
76948,3946.94,5231,0.755,2,52,3.6,student,midwest,bad
79023,2464.72,5364,0.46,1,37,1.9,retired,south,good
59049,4693.54,5704,0.823,2,58,1.3,salaried,south,bad
92514,0.0,10146,0.0,1,35,2.7,student,south,good
61999,2801.81,12136,0.231,4,35,7.4,salaried,midwest,good
67512,1794.36,6370,0.282,0,68,5.3,salaried,south,good
61539,3864.53,11632,0.332,0,60,4.1,salaried,south,good
65312,3940.09,8494,0.464,0,71,2.2,student,midwest,good
43074,1584.75,7503,0.211,0,40,1.2,retired,south,good
36199,1575.65,7154,0.22,1,35,1.5,salaried,northeast,good
96890,2778.67,10986,0.253,0,55,5.1,student,west,good
48061,1206.72,9302,0.13,2,26,1.8,student,northeast,good
45172,4683.97,17103,0.274,0,50,3.4,salaried,west,good
21932,2261.59,4591,0.493,0,28,4.1,student,midwest,good
52221,0.0,10072,0.0,1,51,1.0,student,midwest,good
38538,2250.36,5883,0.383,1,68,3.2,salaried,south,good
97840,922.91,4523,0.204,0,67,3.9,salaried,west,good
85196,0.0,7957,0.0,1,52,8.5,student,northeast,good
51237,525.15,8549,0.061,0,65,3.4,salaried,northeast,good
110049,3218.82,19673,0.164,0,72,5.0,salaried,south,good
84635,5657.28,7263,0.779,1,35,2.3,salaried,midwest,bad
58503,3626.37,3479,1.0,0,38,5.7,salaried,northeast,bad
15012,1786.99,9092,0.197,0,33,1.3,student,northeast,good
110819,3911.81,1000,1.0,0,44,4.2,student,midwest,bad
37209,2081.82,7632,0.273,2,60,3.5,salaried,south,bad
32092,1610.8,8064,0.2,1,34,6.3,salaried,south,good
85451,691.27,11178,0.062,0,48,4.1,student,south,good
113795,0.0,11894,0.0,0,31,2.8,salaried,midwest,good
92685,2220.15,5986,0.371,0,26,5.7,retired,midwest,good
76278,3316.11,7398,0.448,0,45,4.1,self-employed,west,good
76895,2806.75,4936,0.569,1,21,1.6,self-employed,midwest,good
82068,2168.07,3488,0.622,1,45,2.9,self-employed,south,bad
80179,1108.51,9240,0.12,2,22,1.5,retired,northeast,good
70624,4216.49,2906,1.0,0,52,3.9,self-employed,northeast,bad
67084,365.74,6341,0.058,0,33,4.2,salaried,south,good
63748,4552.06,4019,1.0,0,53,7.7,salaried,south,bad
49921,995.57,10199,0.098,0,52,2.8,salaried,west,good
59386,1495.13,15206,0.098,1,44,2.6,salaried,south,good
31141,66.43,2794,0.024,0,47,1.0,retired,west,good
63033,1997.2,1000,1.0,2,24,2.8,salaried,midwest,bad
45228,4950.62,7500,0.66,1,44,2.6,self-employed,south,bad
42928,4031.26,8063,0.5,0,43,3.4,salaried,midwest,good
68598,4956.84,8875,0.559,0,49,2.6,salaried,west,good
92840,4044.29,6215,0.651,2,54,2.6,salaried,northeast,bad
83366,792.66,7197,0.11,1,41,3.4,salaried,midwest,good
33590,2338.42,9470,0.247,1,50,3.0,salaried,west,good
45207,1439.6,12162,0.118,0,46,2.6,self-employed,west,good
83815,5661.15,1000,1.0,2,40,2.5,self-employed,midwest,bad
45350,606.42,6524,0.093,0,36,9.1,self-employed,west,good
60507,4787.4,8855,0.541,0,23,2.5,salaried,south,good
76001,4785.91,4328,1.0,0,69,2.7,self-employed,midwest,bad
45633,6659.24,14925,0.446,2,57,0.9,salaried,northeast,bad
67108,2180.63,5458,0.4,0,60,5.7,salaried,west,good
38319,4424.64,7835,0.565,1,64,0.5,self-employed,midwest,bad
52973,7563.3,10224,0.74,1,45,1.6,salaried,south,bad
71396,1764.72,5635,0.313,1,43,4.4,student,south,good
33140,0.0,1000,0.0,2,64,0.8,salaried,south,good
73809,0.0,6285,0.0,2,21,2.0,self-employed,northeast,good
64607,4425.42,12118,0.365,0,53,3.1,salaried,west,good
76050,0.0,6652,0.0,0,35,2.9,salaried,midwest,good
69478,2255.36,4614,0.489,1,37,2.0,salaried,northeast,good
92283,3874.63,11703,0.331,1,54,5.0,self-employed,west,good
67504,3370.35,6677,0.505,1,37,5.1,self-employed,west,good
56412,3850.89,5959,0.646,0,72,4.5,salaried,west,good
67446,3444.58,8598,0.401,1,61,2.3,salaried,south,good
75866,5557.73,11083,0.501,0,64,3.5,salaried,midwest,good
65977,1095.37,17527,0.062,0,24,2.1,salaried,west,good
65812,1646.01,11309,0.146,0,33,10.8,self-employed,midwest,good
50960,1454.68,12639,0.115,2,24,3.8,student,south,good
51742,4660.38,5976,0.78,2,27,2.3,salaried,west,bad
36948,4800.8,3897,1.0,2,66,9.6,self-employed,midwest,bad
99992,3902.45,8249,0.473,0,29,2.5,salaried,south,good
40123,5366.99,8429,0.637,0,43,3.7,self-employed,northeast,bad
51142,643.92,3686,0.175,0,53,5.0,self-employed,south,good
50632,6334.45,7299,0.868,1,53,2.2,self-employed,south,bad
82898,6046.48,9597,0.63,2,40,2.1,salaried,midwest,bad
59101,4471.24,9442,0.474,1,24,5.5,salaried,midwest,good
89955,6563.6,10017,0.655,0,21,5.0,retired,midwest,good
51530,0.0,9164,0.0,1,74,5.0,salaried,northeast,good
70580,1951.1,5972,0.327,0,62,4.2,salaried,midwest,good
48293,1529.39,5944,0.257,2,54,9.0,salaried,northeast,good
107903,4442.96,3204,1.0,2,47,3.3,salaried,northeast,bad
41248,899.72,15139,0.059,0,41,1.8,retired,west,good
71196,4514.99,8054,0.561,1,44,1.4,salaried,west,good
77676,5741.07,7101,0.809,0,35,2.5,student,west,bad
73276,4390.41,4285,1.0,1,55,0.2,self-employed,midwest,bad
61294,3567.5,19743,0.181,0,45,6.8,retired,west,good
62404,1024.25,3707,0.276,0,29,4.0,salaried,northeast,good
65876,1306.3,6285,0.208,0,37,1.8,salaried,west,good
62060,5499.24,9663,0.569,1,41,5.8,salaried,midwest,good
84278,4558.7,10401,0.438,2,33,1.4,salaried,west,good
109210,2921.96,11832,0.247,3,23,1.6,self-employed,northeast,good
53850,2164.18,15230,0.142,3,24,3.4,student,south,good
37604,0.0,10025,0.0,1,24,7.3,student,northeast,good
63234,858.3,3776,0.227,0,63,4.0,salaried,northeast,good
116594,6822.84,6972,0.979,0,48,0.3,salaried,midwest,bad
48927,439.09,9231,0.048,1,27,1.7,student,west,good
97782,3378.96,16273,0.208,2,46,1.9,student,west,good
98554,5014.89,2409,1.0,1,31,3.6,self-employed,west,bad
53928,490.15,12810,0.038,0,44,1.2,salaried,south,good
76380,3369.42,8720,0.386,2,63,1.2,retired,west,good
97568,4875.83,11351,0.43,1,30,2.7,salaried,west,good
57417,3025.0,7592,0.398,0,57,4.6,salaried,south,good
60928,8736.81,4630,1.0,1,33,4.8,salaried,south,bad
53366,0.0,11003,0.0,0,64,3.4,salaried,south,good
44705,5117.46,10618,0.482,1,62,5.3,salaried,midwest,good
52014,2654.4,11888,0.223,0,59,11.2,salaried,northeast,good
40521,4543.84,7947,0.572,1,39,7.9,self-employed,south,good
65682,3882.61,5601,0.693,2,71,2.3,self-employed,west,bad
49601,1533.69,1765,0.869,2,39,1.1,salaried,south,bad
69676,3457.99,11277,0.307,0,32,2.5,salaried,northeast,good
33882,0.0,9696,0.0,1,72,1.7,self-employed,west,good
71618,4206.5,4137,1.0,2,42,4.2,salaried,midwest,bad
81671,3596.32,5846,0.615,2,67,1.4,retired,midwest,bad
25125,4277.32,6133,0.697,1,57,3.0,self-employed,west,bad
72481,5116.24,2068,1.0,3,50,1.7,student,northeast,bad
89553,3735.24,4729,0.79,1,66,2.6,salaried,midwest,bad
40807,3296.18,3465,0.951,0,32,3.1,salaried,south,bad
98451,1237.86,6350,0.195,2,49,4.6,self-employed,south,good
73380,1575.56,5045,0.312,0,41,3.1,salaried,south,good
50900,5373.47,1492,1.0,1,31,2.1,self-employed,west,bad
63885,5872.67,16090,0.365,1,57,5.0,salaried,west,good
76167,2523.78,13010,0.194,2,68,3.2,salaried,west,good
66520,3092.01,4884,0.633,1,38,2.3,student,west,good
75775,1190.77,9090,0.131,1,64,4.6,salaried,midwest,good
46587,5345.51,9670,0.553,0,47,3.6,salaried,northeast,good
68387,4330.83,12764,0.339,1,57,4.4,salaried,midwest,good
36726,6882.43,4726,1.0,4,68,6.0,salaried,south,bad
62775,1243.35,12368,0.101,1,32,1.5,student,midwest,good
46922,2243.98,5808,0.386,0,43,10.8,student,south,good
50289,3462.89,2657,1.0,1,54,4.1,self-employed,northeast,bad
89722,4292.98,10897,0.394,1,58,1.4,salaried,west,good
86826,2568.66,13163,0.195,2,43,6.5,salaried,northeast,good
77183,1254.08,18352,0.068,2,73,2.0,self-employed,south,good
43154,4762.82,3201,1.0,0,45,7.9,self-employed,northeast,bad
58672,4442.27,10796,0.411,1,24,1.5,salaried,south,good
89262,1167.45,6361,0.184,0,50,3.0,salaried,midwest,good
67834,5710.89,11133,0.513,1,50,5.1,self-employed,west,good
111387,5340.4,2118,1.0,3,33,4.7,self-employed,west,bad
72866,3268.59,2949,1.0,0,62,3.9,self-employed,south,bad
68841,3159.2,4897,0.645,0,69,5.6,salaried,northeast,good
58818,4108.12,8316,0.494,1,34,2.4,salaried,south,good
67671,1276.59,5436,0.235,0,67,5.8,salaried,midwest,good
61951,3060.06,10636,0.288,1,28,2.1,self-employed,northeast,good
79162,0.0,12108,0.0,0,44,7.5,salaried,south,good
84134,4752.91,10398,0.457,1,38,2.2,student,midwest,good
49280,0.0,14475,0.0,0,55,1.2,self-employed,west,good
38375,6006.84,9663,0.622,0,45,4.7,salaried,west,bad
28276,2339.76,3132,0.747,1,37,3.5,salaried,northeast,bad
75160,2576.67,13454,0.192,0,52,3.9,student,northeast,good
42933,1744.53,5579,0.313,1,44,2.6,salaried,midwest,good
21942,2423.92,11642,0.208,1,27,4.3,salaried,midwest,good
72772,5837.06,14295,0.408,3,33,7.1,salaried,south,good
114860,0.0,9827,0.0,0,47,3.8,student,northeast,good
64879,5553.93,2015,1.0,1,68,1.1,student,south,bad
81770,3676.05,4327,0.85,2,25,3.2,salaried,south,bad
66637,585.96,13291,0.044,0,56,4.1,salaried,west,good
63022,849.38,7324,0.116,2,46,7.7,student,south,good
83382,6352.79,8318,0.764,0,62,4.8,salaried,west,bad
59195,1108.99,11035,0.1,0,65,1.9,student,northeast,good
70348,693.3,10785,0.064,0,51,3.1,salaried,midwest,good
71434,5274.63,9115,0.579,0,30,5.0,salaried,northeast,good
51638,3677.11,7165,0.513,2,66,4.3,student,midwest,bad
84841,1124.15,6749,0.167,1,46,4.5,salaried,northeast,good
61501,3433.25,11432,0.3,0,42,1.3,salaried,midwest,good
49885,948.49,10214,0.093,0,32,4.7,self-employed,midwest,good
75730,5201.64,6971,0.746,0,52,3.7,student,south,bad
47031,5122.74,12328,0.416,1,47,4.8,student,west,good
65564,4064.01,7484,0.543,1,53,3.5,salaried,northeast,good
64818,3723.32,4593,0.811,1,73,2.9,self-employed,south,bad
86718,6522.38,4964,1.0,0,72,5.9,salaried,south,bad
74494,2999.37,4085,0.734,0,40,4.2,salaried,northeast,bad
